列1,列2,列3,列4,Param1,Param2,Pram3
プロローグ,司書クララ,村人,あー･･･まぁ、よろしくお願いします、ということで。,,,
プロローグ,司書クララ,村人,後、追加。,,,
プロローグ,司書クララ,村人,□５.,,,
プロローグ,司書クララ,村人,死亡フラグなどあればこ、こんなところに独りでいられません！,,,
プロローグ,司書クララ,村人,部屋に戻らせてもらいます！,,,
プロローグ,司書クララ,村人,＠16,,,
プロローグ,司書クララ,村人,ああ、忘れてましたね。,,,
プロローグ,司書クララ,村人,こちらも大事です。,,,
プロローグ,司書クララ,村人,初めての方もそうでない方もいちどご確認を→【http://wolfbbs.,,,
プロローグ,司書クララ,村人,jp/】【基本知識】【ルール】【マナー】は大事です。,,,
プロローグ,司書クララ,村人,いちど目を通しておくといいです。,,,
プロローグ,司書クララ,村人,あと【初参加な方は、それを生存時は明かさないように】【狼もまた、同じ村の一員という事を忘れないで】と、お願いしておきます。,,,
プロローグ,司書クララ,村人,まぁ、人狼なんているわけないじゃん、おおげさだなぁ。,,,
プロローグ,司書クララ,村人,なのですが。,,,
プロローグ,司書クララ,村人,備えあれば憂い無しです。,,,
プロローグ,司書クララ,村人,ツッコミは禁止です。,,,
プロローグ,司書クララ,村人,では、今度こそおやすみなさい。,,,
プロローグ,司書クララ,村人,＠14,,,
プロローグ,少年ペーター,狩人,みんなおはよー やっぱり次の日になってたー 眠い寝るー,,,
プロローグ,司書クララ,村人,おはよう。,,,
プロローグ,司書クララ,村人,まぁ、予想通り、ですか。,,,
プロローグ,司書クララ,村人,集まっていたら、それはそれで困りましたし、良しとしましょう。,,,
プロローグ,司書クララ,村人,しばらく、図書整理しながら様子を見てます。,,,
プロローグ,司書クララ,村人,何かあれば、お声をかけてください。,,,
プロローグ,司書クララ,村人,･･･ナンパはお断りですが。,,,
プロローグ,司書クララ,村人,>>12･･･の○た君？,,,
プロローグ,司書クララ,村人,･･･朝更新の村で、この時間に人がいないとは、予想外ね。,,,
プロローグ,司書クララ,村人,隠された村だけに、なかなかたどり着けないのかしら。,,,
プロローグ,司書クララ,村人,お昼でも用意しながら、少し休憩してます。,,,
プロローグ,司書クララ,村人,良かったらどうぞ。,,,
プロローグ,司書クララ,村人,あまり味に自信はありませんが。,,,
プロローグ,司書クララ,村人,つ【ツナと新タマネギのサンドイッチ】【プチトマト入りミニオムレツ】【ダージリンティー】,,,
プロローグ,羊飼いカタリナ,霊能者,本日まだ発言していない～っていうのみて！？,,,
プロローグ,羊飼いカタリナ,霊能者,はじまったの！？,,,
プロローグ,羊飼いカタリナ,霊能者,ってなってしまったのですよ……,,,
プロローグ,羊飼いカタリナ,霊能者,延長プロなのですね～,,,
プロローグ,司書クララ,村人,おや、こんにちわ。,,,
プロローグ,司書クララ,村人,よければサンドイッチ、摘んでてくださいな。,,,
プロローグ,司書クララ,村人,プロローグから、失踪適応になったからですね。,,,
プロローグ,司書クララ,村人,未発言表示は。,,,
プロローグ,司書クララ,村人,朝村ですし、ゆっくり待つのがよさそうですね。,,,
プロローグ,司書クララ,村人,さて、休憩も終わりですし、書庫のほうに戻ります。,,,
プロローグ,司書クララ,村人,大量に届いた本の整理に追われるので、夜までは戻れないかと。,,,
プロローグ,司書クララ,村人,夜コアの人が多いのかな、という様子ですし、その時にでもいろいろとお話しでも出来たら、と。,,,
プロローグ,司書クララ,村人,では、また。,,,
プロローグ,司書クララ,村人,＠16,,,
プロローグ,シスターフリーデル,人狼,雨が降り続いているので村にたどり着ける方も少ないのでしょう。,,,
プロローグ,少女リーザ,村人,らーらーるー,,,
プロローグ,少女リーザ,村人,はい、よろしくねっ！,,,
プロローグ,少女リーザ,村人,失踪怖いよ失踪って事で１発言。,,,
プロローグ,少女リーザ,村人,とりあえずごはんっ。,,,
プロローグ,シスターフリーデル,人狼,失踪ってこわいな,,,
プロローグ,少年ペーター,狩人,なんだか寒いよパトラッシュ,,,
プロローグ,羊飼いカタリナ,霊能者,ヤコブさんがこなかったら下手したら13人編成ですか、怖い！,,,
プロローグ,少年ペーター,狩人,静かなエピソードだなあ…,,,
プロローグ,少年ペーター,狩人,（しみじみ人こーい！,,,
プロローグ,農夫ヤコブ,人狼,おとーさーん！,,,
プロローグ,農夫ヤコブ,人狼,僕はヤコブジュニア。,,,
プロローグ,農夫ヤコブ,人狼,お父さんが倉庫の様子を見に行ったっきり帰ってこないんだ…,,,
プロローグ,農夫ヤコブ,人狼,■コアタイムは夜中だけと更新時間付近はちゃんといられるよ■仮決定07:00本決定07:30■考えるのが面倒だなぁとだけ□倉庫近くの洞窟が怪しいと思うんだよね…,,,
プロローグ,農夫ヤコブ,人狼,警察も呼んでおいたしちょっと洞窟の中の様子見てくる！,,,
プロローグ,旅人ニコラス,村人,やあ遅くなったよ。,,,
プロローグ,旅人ニコラス,村人,春の雨は冷たい…,,,
プロローグ,旅人ニコラス,村人,どうぞよろしくね。,,,
プロローグ,少年ペーター,狩人,■１.,,,
プロローグ,少年ペーター,狩人,基本夜かな。,,,
プロローグ,少年ペーター,狩人,朝も鳩から見てるよー。,,,
プロローグ,少年ペーター,狩人,■２.,,,
プロローグ,少年ペーター,狩人,仮24本7:30とかかなー。,,,
プロローグ,少年ペーター,狩人,■３.,,,
プロローグ,少年ペーター,狩人,かく乱も何もあったもんじゃないから僕は嫌いかなー。,,,
プロローグ,少年ペーター,狩人,この村では。,,,
プロローグ,少年ペーター,狩人,まあでも村のみんなのそういに従うよ—。,,,
プロローグ,少年ペーター,狩人,□４．,,,
プロローグ,少年ペーター,狩人,ニコラスさんこんにちは！,,,
プロローグ,少年ペーター,狩人,□５．,,,
プロローグ,少年ペーター,狩人,クララが立った！,,,
プロローグ,旅人ニコラス,村人,■コアタイムは夜、朝は見てるだけ。,,,
プロローグ,旅人ニコラス,村人,■仮20:00 本24:00■流されるままに生きてるからお任せする。,,,
プロローグ,旅人ニコラス,村人,□ん…,,,
プロローグ,旅人ニコラス,村人,勘だけは鋭いかな。,,,
プロローグ,旅人ニコラス,村人,さあてどうなるか。,,,
プロローグ,旅人ニコラス,村人,ヤコブジュニア大丈夫か～？,,,
プロローグ,旅人ニコラス,村人,足元には気をつけて！,,,
プロローグ,旅人ニコラス,村人,@28,,,
プロローグ,旅人ニコラス,村人,こんにちわペーター。,,,
プロローグ,旅人ニコラス,村人,どうぞよろしく。,,,
プロローグ,旅人ニコラス,村人,さて無事村に着いたことだし私は寝るよ。,,,
プロローグ,青年ヨアヒム,村人,やほー。,,,
プロローグ,青年ヨアヒム,村人,この調子なら明日の朝には夜明けを向かえられるんじゃね？,,,
プロローグ,青年ヨアヒム,村人,って希望を胸にダーイブ！,,,
プロローグ,青年ヨアヒム,村人,めがっさ勘でアンケートらしきものに答えてみる。,,,
プロローグ,青年ヨアヒム,村人,■１．,,,
プロローグ,青年ヨアヒム,村人,不定期。,,,
プロローグ,青年ヨアヒム,村人,昼間に顔出したり、夜中遅くなったり。,,,
プロローグ,青年ヨアヒム,村人,■２．,,,
プロローグ,青年ヨアヒム,村人,まず人狼なんているわけないじゃんおおげｓ（ｒｙ だし、今から決定がどうのって話をするのって何か違うんじゃないかなーとか思うわけですよ、奥さん。,,,
プロローグ,青年ヨアヒム,村人,まあアレだよ、必要そうなら適宜提案したり打診したりすればいんじゃね？,,,
プロローグ,行商人アルビン,狂人,宜しくー。,,,
プロローグ,シスターフリーデル,人狼,■１.,,,
プロローグ,シスターフリーデル,人狼,私は24時以降の夜遅くとお昼の12時過ぎから14時くらいに村に来れます。,,,
プロローグ,シスターフリーデル,人狼,　 鳩も飛ばせます。,,,
プロローグ,シスターフリーデル,人狼,村の会議は鳩から日中は時々見に来れます。,,,
プロローグ,シスターフリーデル,人狼,■２.,,,
プロローグ,シスターフリーデル,人狼,できるだけ遅い時間が希望です。,,,
プロローグ,シスターフリーデル,人狼,25時とか26時とか。,,,
プロローグ,シスターフリーデル,人狼,■３.,,,
プロローグ,シスターフリーデル,人狼,投票ＣＯについて 特に反対はないです。,,,
プロローグ,シスターフリーデル,人狼,実行難しくないですか？,,,
プロローグ,シスターフリーデル,人狼,□４.,,,
プロローグ,シスターフリーデル,人狼,帝都から派遣されてきた待祭のフリーデルです。,,,
プロローグ,シスターフリーデル,人狼,よろしくお願いします。,,,
プロローグ,シスターフリーデル,人狼,□５.,,,
プロローグ,シスターフリーデル,人狼,だいじょうぶです。,,,
プロローグ,シスターフリーデル,人狼,きっと主は私たちを見捨てたりしないはずです。,,,
プロローグ,シスターフリーデル,人狼,ヨアヒム、「めがっさ」とは何でしょうか？,,,
プロローグ,負傷兵シモン,村人,いやー、えろう濡れてしもたわ！,,,
プロローグ,負傷兵シモン,村人,まったく、なんちゅー雨やねん外！……,,,
プロローグ,負傷兵シモン,村人,うっわ、下着ん中までびっしょびしょやんけ！,,,
プロローグ,負傷兵シモン,村人,これどないせいっちゅーねん！,,,
プロローグ,負傷兵シモン,村人,ええ？,,,
プロローグ,負傷兵シモン,村人,着替えくらい持ってるやろ、ここで着替えろ、やて？,,,
プロローグ,負傷兵シモン,村人,おーわかったわかった。,,,
プロローグ,負傷兵シモン,村人,よっしゃ、じゃあみんな集まれー！,,,
プロローグ,負傷兵シモン,村人,シモンのスーパーお着替えタイムはっじまっるよー♪……,,,
プロローグ,負傷兵シモン,村人,ってなにさせるんやワレェェ！,,,
プロローグ,負傷兵シモン,村人,わしはアホか！,,,
プロローグ,負傷兵シモン,村人,変態か！,,,
プロローグ,負傷兵シモン,村人,うおぉぉぉ……！,,,
プロローグ,負傷兵シモン,村人,（自分の頭を殴る）,,,
プロローグ,負傷兵シモン,村人,はぁ、はぁ、はぁ、……,,,
プロローグ,負傷兵シモン,村人,ま、まいどー！,,,
プロローグ,負傷兵シモン,村人,いやー騒がしゅうしてもうたみたいで、えろうすんまへん！,,,
プロローグ,負傷兵シモン,村人,まあせやかて、こうして村で一休みすんのもこれで一月ぶりやさかい、ちぃとばかり騒がしゅうても許してくれへんやろか？,,,
プロローグ,負傷兵シモン,村人,……,,,
プロローグ,負傷兵シモン,村人,っと、お、お、おおおお！？,,,
プロローグ,負傷兵シモン,村人,よう見たらベッピンさんが１、２、３人……,,,
プロローグ,負傷兵シモン,村人,しかもダイヤの原石が１つ！？,,,
プロローグ,負傷兵シモン,村人,な、なんちゅーこっちゃ！,,,
プロローグ,負傷兵シモン,村人,ここは美人村かぁ！？,,,
プロローグ,負傷兵シモン,村人,あの幻の「隠された美人村」やったんかぁ！？,,,
プロローグ,負傷兵シモン,村人,うひょーーー！,,,
プロローグ,負傷兵シモン,村人,こんなところにたどり着けたなんて……,,,
プロローグ,負傷兵シモン,村人,わしは、わしは、もう泣いてしまいそうやあああ！！,,,
プロローグ,負傷兵シモン,村人,うー、ひっく、ひっく、おいおいおい！！,,,
プロローグ,パン屋オットー,占い師,や、こんばんは。,,,
プロローグ,パン屋オットー,占い師,遅くなったね。,,,
プロローグ,負傷兵シモン,村人,クララくん、うるわしゅう女性にナンパお断りと言われたときこそ、漢は黙っとらんのやでー！,,,
プロローグ,負傷兵シモン,村人,ほれ見てみぃ、この最前線で暴れまわった末に鍛え上げられたこの筋肉をッ！！,,,
プロローグ,負傷兵シモン,村人,さァさァ！,,,
プロローグ,負傷兵シモン,村人,わしとちぃとばかし夜の火遊びしよーZE？,,,
プロローグ,負傷兵シモン,村人,……,,,
プロローグ,負傷兵シモン,村人,おぉ、ちぃと騒ぎすぎたせいで傷が……,,,
プロローグ,負傷兵シモン,村人,倒れる前にアンケートに答えるぜ。,,,
プロローグ,旅人ニコラス,村人,そう…,,,
プロローグ,旅人ニコラス,村人,めがっさ・めがめが、めがっさ・さがさが、と唱えるとね、勘が良くなるんだ……,,,
プロローグ,旅人ニコラス,村人,シスターもどうぞ（ふふっ）@27おやおや愉しくなってきた！,,,
プロローグ,旅人ニコラス,村人,こんばんわ、シモン、オットー。,,,
プロローグ,旅人ニコラス,村人,美女祭りの会場はこちらだよ,,,
プロローグ,行商人アルビン,狂人,■１.,,,
プロローグ,行商人アルビン,狂人,夜が中心。,,,
プロローグ,行商人アルビン,狂人,■２.,,,
プロローグ,行商人アルビン,狂人,他の人に合わせます。,,,
プロローグ,行商人アルビン,狂人,■３.,,,
プロローグ,行商人アルビン,狂人,投票CO自体に抵抗はありません。,,,
プロローグ,ならず者ディーター,人狼,お邪魔ー,,,
プロローグ,司書クララ,村人,あ、揃ってきてますね。,,,
プロローグ,司書クララ,村人,すみません、夜戻れてたのですが、静けさのあまり、はじまらないかと書庫整理に篭ってました。,,,
プロローグ,司書クララ,村人,すみません。,,,
プロローグ,司書クララ,村人,ええと、少し議事の方見てきます。,,,
プロローグ,シスターフリーデル,人狼,めが？,,,
プロローグ,シスターフリーデル,人狼,とてもの意味でしょうか？,,,
プロローグ,シスターフリーデル,人狼,00:54と00:55だけ文字の色が違うような…。,,,
プロローグ,パン屋オットー,占い師,シモン…,,,
プロローグ,パン屋オットー,占い師,何をそんなにいきなりエキってるんだ。,,,
プロローグ,パン屋オットー,占い師,泣くなよ、男だろ。,,,
プロローグ,パン屋オットー,占い師,不定期だな。,,,
プロローグ,パン屋オットー,占い師,基本夜メインだが、22時以降いられない日もある。,,,
プロローグ,パン屋オットー,占い師,その場合、鳩で確認はできるし、手紙を持たせることも一応はできるよ。,,,
プロローグ,パン屋オットー,占い師,仮24時、本7時とかはどうかな。,,,
プロローグ,パン屋オットー,占い師,んー、基本的にイヤではない。,,,
プロローグ,パン屋オットー,占い師,でも「無理にやらなくても」という感じかな。,,,
プロローグ,司書クララ,村人,>>43シモンナンパも筋肉もお断りです(きっぱり私以外への求愛は、応援しますよ。,,,
プロローグ,司書クララ,村人,頑張ってください。,,,
プロローグ,司書クララ,村人,男の方同士でもいいかもしれません(小声,,,
プロローグ,パン屋オットー,占い師,売り上げの芳しくないパン屋だよ。,,,
プロローグ,パン屋オットー,占い師,効果的な販促のアイディア、誰かないかい？,,,
プロローグ,パン屋オットー,占い師,「隠された」村、だからかなぁ…,,,
プロローグ,パン屋オットー,占い師,何で受動態なんだろう。,,,
プロローグ,パン屋オットー,占い師,誰かに隠されてるのか。,,,
プロローグ,パン屋オットー,占い師,俺…,,,
プロローグ,パン屋オットー,占い師,人狼を総て退治したら、店を大きくしようと思ってるんだ…。,,,
プロローグ,パン屋オットー,占い師,みんな、よろしく頼む。,,,
プロローグ,パン屋オットー,占い師,ディーターで13人か、こんばんは。,,,
プロローグ,パン屋オットー,占い師,あと1人でフルメンバーだね。,,,
プロローグ,ならず者ディーター,人狼,■１.,,,
プロローグ,ならず者ディーター,人狼,夜メイン。,,,
プロローグ,ならず者ディーター,人狼,鳩ないゴメン。,,,
プロローグ,ならず者ディーター,人狼,■２.24仮・25本。,,,
プロローグ,ならず者ディーター,人狼,■３.,,,
プロローグ,ならず者ディーター,人狼,個人的には好きだけど駄目な人がいたら合わせる。,,,
プロローグ,ならず者ディーター,人狼,□４．,,,
プロローグ,ならず者ディーター,人狼,自分探しの旅の途中…,,,
プロローグ,ならず者ディーター,人狼,うーむ。,,,
プロローグ,ならず者ディーター,人狼,無個性で何が悪い。,,,
プロローグ,負傷兵シモン,村人,■１．,,,
プロローグ,負傷兵シモン,村人,そこに女性がいればいつだって！……,,,
プロローグ,負傷兵シモン,村人,と言いたいのはやまやまなんやけど、基本的に不定期やな。,,,
プロローグ,負傷兵シモン,村人,鳩は……,,,
プロローグ,負傷兵シモン,村人,あ、あんま言いたくないんやけど、ほ、ほら、戦争のときってみんな必死やん？,,,
プロローグ,負傷兵シモン,村人,特に食料の確保とかさ？,,,
プロローグ,負傷兵シモン,村人,せ、せやから、その……,,,
プロローグ,負傷兵シモン,村人,■２．,,,
プロローグ,負傷兵シモン,村人,仮22時、本23時ってとこやな。,,,
プロローグ,負傷兵シモン,村人,■３．,,,
プロローグ,負傷兵シモン,村人,心をひろぉぉぉくするってのが漢の第一条件！,,,
プロローグ,負傷兵シモン,村人,特にこだわりはないさかい、こだわりのある人を尊重ますわ！,,,
プロローグ,負傷兵シモン,村人,□４．,,,
プロローグ,負傷兵シモン,村人,（こ、これ以上になにをせいと,,,
プロローグ,パン屋オットー,占い師,フリーデル>>49 「めがっさ」って言うのは、まぁ、そんな感じ。,,,
プロローグ,パン屋オットー,占い師,「超ウケるー」の「超」みたいなものだよ。,,,
プロローグ,パン屋オットー,占い師,時間の色が違うのは、「reload」の更新分の新しい発言は、オレンジ色になるみたいだね。,,,
プロローグ,木こりトーマス,村人,雨の夜更けに知らない村に迷い込んでしまった,,,
プロローグ,負傷兵シモン,村人,>>51クララーーーー！！！,,,
プロローグ,負傷兵シモン,村人,しゃ、しゃーない……,,,
プロローグ,負傷兵シモン,村人,潔いのもまた漢の条件や……,,,
プロローグ,負傷兵シモン,村人,ううっ、け、けどっ、遠くからそっと見ておくからな！,,,
プロローグ,負傷兵シモン,村人,クララには誰にも手出しさせへんでーーー！！,,,
プロローグ,負傷兵シモン,村人,（入ってきたトーマスを見て）……,,,
プロローグ,負傷兵シモン,村人,こ、この筋肉……,,,
プロローグ,負傷兵シモン,村人,わ、わ、わわわ、なんや、なんや、心臓がばっくばくしてきて……,,,
プロローグ,負傷兵シモン,村人,あぁ、この気持ちはいったい……きゅん,,,
プロローグ,木こりトーマス,村人,めがっさにょろにょろ…,,,
プロローグ,木こりトーマス,村人,カリカリモフモフ…,,,
プロローグ,ならず者ディーター,人狼,おお、フルメンキタコレ。,,,
プロローグ,ならず者ディーター,人狼,みんなよろしくなー。,,,
プロローグ,ならず者ディーター,人狼,いまプロ読んでるんだが、決定の希望時間バラバラだなｗ,,,
プロローグ,司書クララ,村人,>>26ヤコブJr･･･世にも珍しい楽天家より早い犠牲者でしょうか。,,,
プロローグ,司書クララ,村人,怖いですね。,,,
プロローグ,司書クララ,村人,けど、おいしいな、それ、と思ってしまう不謹慎な私がいます。,,,
プロローグ,司書クララ,村人,>>29ペーター私＝死亡フラグですか!?,,,
プロローグ,木こりトーマス,村人,（包帯美少年…,,,
プロローグ,木こりトーマス,村人,）ぽっ,,,
プロローグ,ならず者ディーター,人狼,なん…,,,
プロローグ,ならず者ディーター,人狼,だと…,,,
プロローグ,負傷兵シモン,村人,>>50お、オットーーー！！,,,
プロローグ,負傷兵シモン,村人,お、おまえ、その顔、そのこげ茶いろのパンは……,,,
プロローグ,負傷兵シモン,村人,まさかあの伝説の、漢の中の漢、「キング☆オヴ☆オトコ」なのか！？,,,
プロローグ,パン屋オットー,占い師,あ、両想いおめでとうございます。,,,
プロローグ,パン屋オットー,占い師,どことは言いませんが。,,,
プロローグ,パン屋オットー,占い師,ディーター>>60 確かにバラバラだｗいっそ個人戦とか…,,,
プロローグ,パン屋オットー,占い師,ごにょごにょ。,,,
プロローグ,旅人ニコラス,村人,トーマス、ディーターお疲れ様。,,,
プロローグ,旅人ニコラス,村人,愉しい村だ、くつろいでいこう（笑）クララが何か言ったぞぼそっと…,,,
プロローグ,旅人ニコラス,村人,（含笑）シモン……,,,
プロローグ,旅人ニコラス,村人,いい奴だな。,,,
プロローグ,旅人ニコラス,村人,包帯が緩んだら手伝う。,,,
プロローグ,司書クララ,村人,>>58シモンそれは、きっと恋です！,,,
プロローグ,司書クララ,村人,(どーん>>60ディーターですね、少し決定時間はどうするか難しそうです。,,,
プロローグ,負傷兵シモン,村人,>>62（トーマスが頬を赤らめたのを見て）い、い、いまトーマスさんがこっち見たよね、みみみ見たよね！,,,
プロローグ,負傷兵シモン,村人,で、で、でもどうしてあんなに顔が赤いの！？,,,
プロローグ,負傷兵シモン,村人,わ、わし……,,,
プロローグ,負傷兵シモン,村人,もしかして、なにかトーマスさんを怒らしちゃったのかしら！？,,,
プロローグ,負傷兵シモン,村人,うわーん！,,,
プロローグ,負傷兵シモン,村人,もうお嫁いけなーい！,,,
プロローグ,木こりトーマス,村人,■１.,,,
プロローグ,木こりトーマス,村人,基本は夜０時前後 あいぽん種は鳩だべか？,,,
プロローグ,木こりトーマス,村人,■２.,,,
プロローグ,木こりトーマス,村人,夜であれば合わせます。,,,
プロローグ,木こりトーマス,村人,早朝はムリかも＞＜■３.,,,
プロローグ,木こりトーマス,村人,投票ＣＯなし希望ですが、皆さんに合わせます。,,,
プロローグ,木こりトーマス,村人,□４.,,,
プロローグ,木こりトーマス,村人,私が落としたのは金のオノです（ハァハァ□５.,,,
プロローグ,木こりトーマス,村人,この村にコナン迷い込んだようです,,,
プロローグ,司書クララ,村人,>>62トーマスそれもきっと愛です！,,,
プロローグ,司書クララ,村人,（どーん>>65オットーありかもですね、個人戦。,,,
プロローグ,司書クララ,村人,苦手な方もいるので難しいところですが。,,,
プロローグ,司書クララ,村人,私は特別、反対しませんが、反対の方いるなら避けたいかな、と。,,,
プロローグ,旅人ニコラス,村人,成立早っ（笑）おめでとさん。,,,
プロローグ,旅人ニコラス,村人,うーん、朝村はやはり無理があったか…,,,
プロローグ,旅人ニコラス,村人,■死亡フラグ 次の旅に行かなくちゃ。,,,
プロローグ,旅人ニコラス,村人,かな,,,
プロローグ,負傷兵シモン,村人,クララ、クララ……,,,
プロローグ,負傷兵シモン,村人,やっぱり、これって恋なのかなぁ？,,,
プロローグ,負傷兵シモン,村人,恋なのかなぁ？,,,
プロローグ,負傷兵シモン,村人,わ、わし……,,,
プロローグ,負傷兵シモン,村人,いったい、どうしたらいいんやろ？,,,
プロローグ,負傷兵シモン,村人,どうしたらトーマスさんに「ぼくと結婚しよう」って言われるんやろ？,,,
プロローグ,パン屋オットー,占い師,シモン>>64 こげ茶色のパン…,,,
プロローグ,パン屋オットー,占い師,やらんよ！,,,
プロローグ,パン屋オットー,占い師,クララ>>70 ん、まぁ、言ってみただけだよ。,,,
プロローグ,パン屋オットー,占い師,まー…,,,
プロローグ,パン屋オットー,占い師,本当にみんなの時間がバラッバラなら、真面目に一考してみても良いかなぁ…,,,
プロローグ,パン屋オットー,占い師,とか…,,,
プロローグ,パン屋オットー,占い師,自信ないけど。,,,
プロローグ,パン屋オットー,占い師,あ、もちろん「個人戦ヤダ」って人がいなければ、ね。,,,
プロローグ,パン屋オットー,占い師,そこは同意。,,,
プロローグ,司書クララ,村人,>>72シモン自信を持って大丈夫です！,,,
プロローグ,司書クララ,村人,彼もきっとシモンを愛していますよ！,,,
プロローグ,司書クララ,村人,（どーんそして、出来れば、後で詳しくお話聞かせてください（小声,,,
プロローグ,負傷兵シモン,村人,>>65個人戦か……,,,
プロローグ,負傷兵シモン,村人,まあ、それはそれでええかもな！,,,
プロローグ,負傷兵シモン,村人,どっちでもええよ！,,,
プロローグ,負傷兵シモン,村人,わしは！,,,
プロローグ,負傷兵シモン,村人,なんやゆーても漢だから！！,,,
プロローグ,司書クララ,村人,>>73オットー時間がいろいろ難しいですね。,,,
プロローグ,司書クララ,村人,決定についてもですが、コアタイムもかなり人によって違うのかなと、心配で。,,,
プロローグ,司書クララ,村人,上手く今日のうちに話し合えればよかったのですが･･･難しいかな。,,,
プロローグ,司書クララ,村人,寝てしまった方も多そうですし。,,,
プロローグ,司書クララ,村人,素直にアンケートでいきましょう。,,,
プロローグ,司書クララ,村人,■４．,,,
プロローグ,司書クララ,村人,個人戦ありか、なしか。,,,
プロローグ,司書クララ,村人,私は>>70>>75見解です。,,,
プロローグ,司書クララ,村人,まとめ出来るかも難しい編成ですし、時間ばらけそうなら、ありかな、と。,,,
プロローグ,負傷兵シモン,村人,オットー>>73……,,,
プロローグ,負傷兵シモン,村人,隙さえ見つけられれば……,,,
プロローグ,負傷兵シモン,村人,じゅるりクララ>>74 う、うん、そうだね……,,,
プロローグ,負傷兵シモン,村人,わし、がんばってみるよ……！,,,
プロローグ,負傷兵シモン,村人,で、でも、漢が漢を好きになるって、いけないことじゃないの？,,,
プロローグ,負傷兵シモン,村人,「これできみも漢だ！,,,
プロローグ,負傷兵シモン,村人,スーパー漢マニュアル」には乗ってないけど……,,,
プロローグ,旅人ニコラス,村人,個人戦でもいいさ。,,,
プロローグ,旅人ニコラス,村人,ちゃんと向き合ってから次の旅に出るから。,,,
プロローグ,旅人ニコラス,村人,さあもう遅いから失礼する。,,,
プロローグ,旅人ニコラス,村人,おやすみ…,,,
プロローグ,ならず者ディーター,人狼,■死亡フラグ 「大丈夫。,,,
プロローグ,ならず者ディーター,人狼,もうすぐまとまった金が手に入るんだ！,,,
プロローグ,ならず者ディーター,人狼,」 個人戦か。,,,
プロローグ,ならず者ディーター,人狼,未経験だがオットーに謎のときめきを覚えたので反対しない。,,,
プロローグ,ならず者ディーター,人狼,しかしこの国、無記名投票なんだよなぁ。,,,
プロローグ,ならず者ディーター,人狼,そのへん大丈夫なんかね？,,,
プロローグ,ならず者ディーター,人狼,【～に吊セット】宣言でも回すの？,,,
プロローグ,木こりトーマス,村人,司書のおねーさんは腐女子…,,,
プロローグ,木こりトーマス,村人,と（メモメモ,,,
プロローグ,少年ペーター,狩人,■４．,,,
プロローグ,少年ペーター,狩人,嫌いじゃないよー。,,,
プロローグ,少年ペーター,狩人,反対しませーん。,,,
プロローグ,少年ペーター,狩人,決定ずれまくってるっぽいし、いいかもです。,,,
プロローグ,少年ペーター,狩人,寝ますねー。,,,
プロローグ,少年ペーター,狩人,みんなよろしくですー。,,,
プロローグ,パン屋オットー,占い師,俺も、個人戦の経験は無いんだよな…,,,
プロローグ,パン屋オットー,占い師,だから今のうちに話せればよかったけど…,,,
プロローグ,パン屋オットー,占い師,もう寝てる人、結構いるよね。,,,
